timestamp,open,high,low,close,volume
2026-01-01T00:00:00+08:00,3300.66,3304.7,3146.77,3252.43,300303.1393
2026-01-02T00:00:00+08:00,3300.66,3304.7,3146.77,3252.43,300303.1393
2026-01-03T00:00:00+08:00,3251.32,3356.19,3211.47,3285.34,175753.4212
2026-01-04T00:00:00+08:00,3285.89,3295.6,3084.82,3119.11,143793.2649
2026-01-05T00:00:00+08:00,3119.46,3176.66,3072.75,3098.85,231313.5633
2026-01-06T00:00:00+08:00,3100.04,3250.73,3065.82,3238.65,136648.9737
2026-01-07T00:00:00+08:00,3237.87,3319.36,3109.02,3174.58,261314.3292
2026-01-08T00:00:00+08:00,3175.35,3223.43,3097.99,3130.4,311147.0392
2026-01-09T00:00:00+08:00,3128.98,3285.88,3082.4,3217.91,252318.5837
2026-01-10T00:00:00+08:00,3218.79,3269.5,3127.16,3199.72,271355.0841
2026-01-11T00:00:00+08:00,3199.36,3251.55,3137.15,3248.56,216244.3916
2026-01-12T00:00:00+08:00,3248.69,3296.13,3122.24,3122.47,307904.3402
2026-01-13T00:00:00+08:00,3123.04,3133.48,2921.29,3033.77,325730.7607
2026-01-14T00:00:00+08:00,3033.84,3092.59,3026.37,3069.07,270758.1072
2026-01-15T00:00:00+08:00,3067.0,3077.66,2994.38,3032.31,339430.392
2026-01-16T00:00:00+08:00,3032.74,3178.96,3030.34,3164.08,288871.2761
2026-01-17T00:00:00+08:00,3164.93,3177.86,3111.77,3127.13,268386.4988
2026-01-18T00:00:00+08:00,3127.93,3206.01,3104.07,3132.34,224013.3132
2026-01-19T00:00:00+08:00,3130.44,3166.49,3041.87,3109.83,257707.8492
2026-01-19T00:00:00+08:00,3130.44,3166.49,3041.87,3109.83,257707.8492
2026-01-20T00:00:00+08:00,3111.08,3178.28,3092.62,3160.5,305117.7707
2026-01-21T00:00:00+08:00,3160.18,3171.97,3051.33,3062.3,136550.9307
2026-01-22T00:00:00+08:00,3062.08,3108.55,3045.78,3086.46,308045.1607
2026-01-23T00:00:00+08:00,3086.44,3088.0,2955.36,3016.87,138101.3085
2026-01-24T00:00:00+08:00,3017.41,3055.73,2946.64,3046.45,201780.9146
2026-01-25T00:00:00+08:00,3046.01,3065.78,2970.02,2971.6,268311.1686
2026-01-26T00:00:00+08:00,2971.96,3098.49,2946.74,3071.58,292477.0586
2026-01-27T00:00:00+08:00,3071.98,3146.77,2926.62,2946.21,159489.5803
2026-01-28T00:00:00+08:00,2944.75,3057.42,2855.41,2980.82,382316.1362
2026-01-29T00:00:00+08:00,2982.6,3148.88,2982.21,3055.97,322312.6464
2026-01-30T00:00:00+08:00,3055.45,27792.54,2871.34,27792.54,152732.9927
2026-01-31T00:00:00+08:00,2925.61,3004.88,2908.18,2915.36,204980.4908
2026-02-01T00:00:00+08:00,2914.57,2944.91,2907.81,2936.52,148679.5303
2026-02-02T00:00:00+08:00,2936.47,3049.38,2915.95,2999.28,171282.027
2026-02-03T00:00:00+08:00,2998.94,3128.29,2980.61,3018.32,319321.4771
2026-02-04T00:00:00+08:00,3019.25,3106.59,3005.92,3089.98,286529.3741
2026-02-05T00:00:00+08:00,3088.6,3099.6,3019.25,3081.56,337157.7042
2026-02-06T00:00:00+08:00,3082.63,3104.14,3076.17,3082.77,149642.9382
2026-02-07T00:00:00+08:00,3083.6,3155.65,2956.61,3076.63,144914.2766
2026-02-08T00:00:00+08:00,3075.55,3161.54,3050.16,3154.38,168869.6188
2026-02-09T00:00:00+08:00,3154.09,3249.67,3057.91,3216.2,339864.9019
2026-02-10T00:00:00+08:00,3217.75,3257.17,3088.22,3181.56,212051.5472
2026-02-11T00:00:00+08:00,3179.7,3267.0,3142.0,3238.86,331543.8489
2026-02-12T00:00:00+08:00,3238.66,3295.4,3220.35,3254.93,279616.7258
2026-02-13T00:00:00+08:00,3256.91,3292.79,3256.47,3270.33,182774.2657
2026-02-14T00:00:00+08:00,3270.55,3303.65,3161.5,3168.63,274527.0243
2026-02-15T00:00:00+08:00,3166.51,3202.25,3083.51,3147.35,178014.5908
2026-02-16T00:00:00+08:00,3149.19,3182.65,3107.56,3155.61,174899.1131
2026-02-16T00:00:00+08:00,3149.19,3182.65,3107.56,3155.61,174899.1131
2026-02-17T00:00:00+08:00,3155.37,3208.22,2960.06,3033.53,377033.1739
2026-02-18T00:00:00+08:00,3033.01,3090.56,2921.45,3000.86,356919.9209
